respondent_id,h1n1_vaccine,seasonal_vaccine
26833,0.007000938479257465,0.4092192865148479
26834,0.3333527000018351,0.6026664072429947
26835,0.599826096748031,0.8800899044771184
26836,0.12682246137233158,0.5610409044947495
26837,0.037131231662305995,0.013026411617909526
26838,0.09069172998338969,0.4756249363112956
26839,0.14041758023307718,0.3661633361759147
26840,0.041050912435838006,0.05042952183283889
26841,0.5228261436181283,0.8601506662939941
26842,0.06378232012631609,0.17090875229263577
26843,0.025117140418804907,0.026603054394091583
26844,0.042810327346982896,0.400008459131683
26845,0.04899654349497418,0.7768152246465285
26846,0.0796138114622874,0.821712308235052
26847,0.28542398718759826,0.08770876577613318
26848,0.030589456559391617,0.7639272815927921
26849,0.10960043081285771,0.5712639371195051
26850,0.5412073407782013,0.596900121648701
26851,0.02695744312774453,0.031465514875693656
26852,0.021789088355528164,0.05228999473012977
26853,0.5232496566161748,0.540980184380305
26854,0.01497485587182302,0.040860741714841275
26855,0.4560413591666361,0.8865670141749437
26856,0.11053872738303938,0.022755419984002958
26857,0.32871691207944737,0.20957253429128123
26858,0.13888539669492106,0.5449579534737704
26859,0.05989375370413561,0.0733368966184315
26860,0.07074615547021991,0.033684342635399496
26861,0.10355882566787307,0.09958520801901699
26862,0.05658218354713007,0.1505282330173415
26863,0.10755166254048439,0.5126122183976264
26864,0.5555249658049476,0.37860052763171964
26865,0.010272709567075823,0.03399718449771494
26866,0.18203392505165517,0.6017039689832467
26867,0.13096360322833075,0.2568741611730733
26868,0.8686772180231038,0.9433139762878605
26869,0.08020533723481292,0.2780794391489989
26870,0.6173290706018332,0.8932206146045667
26871,0.02381524438547074,0.014266225932916573
26872,0.09366750630388426,0.28566969201630926
26873,0.09278445093360072,0.8481622706409863
26874,0.07650729981966468,0.05505341321795539
26875,0.5941332766832385,0.9379560537029076
26876,0.041120158357947155,0.029736086141036868
26877,0.07998631804952173,0.1094779528769622
26878,0.10059029861899937,0.18997860886548024
26879,0.017056799693882935,0.0210788127852754
26880,0.0646108357498014,0.04512053336165823
26881,0.018204375948561818,0.08817882015759453
26882,0.02410696757444676,0.052946784840956794
26883,0.05680765458533815,0.29698018744973986
26884,0.07961293721015993,0.2018978690421882
26885,0.30160308968522576,0.7898779512882653
26886,0.11492584287102474,0.8080080681367483
26887,0.6825796766730544,0.9082887449528024
26888,0.8975930317106949,0.916065084802268
26889,0.048887009990064144,0.1933821328034789
26890,0.15598264946717558,0.45048954262093704
26891,0.42757967080103265,0.7002191003370256
26892,0.11582418347102368,0.7484959602712268
26893,0.04037903617963539,0.1805971501946586
26894,0.14161964365399582,0.2875876268707837
26895,0.09296304396621134,0.8597695778339945
26896,0.0625370850384076,0.047391734275474946
26897,0.041887521435837294,0.38888009837557647
26898,0.45512826321754857,0.599012120746334
26899,0.02318496976759461,0.04471705363137987
26900,0.07844034577596314,0.20163836554503053
26901,0.024799925317533483,0.18795098432134924
26902,0.26998346547574437,0.9539497162312321
26903,0.11493776243034141,0.022319662526989786
26904,0.06069113411786656,0.34337748097694615
26905,0.34221249783053986,0.83818432080243
26906,0.059334290609915935,0.29503908753998975
26907,0.005818160933090655,0.6478193449353896
26908,0.148920183675483,0.7758354625653517
26909,0.054404811375546036,0.13705964575551047
26910,0.07640128842646629,0.22144801324876565
26911,0.049573408530958686,0.11370039785629678
26912,0.2978940766118025,0.8904151543232901
26913,0.7032003742852719,0.8090325902563734
26914,0.04810695557118888,0.117777355890044
26915,0.10759013434686372,0.6862431976717032
26916,0.07680994571522864,0.2696910863704575
26917,0.004739291910691608,0.08617457708609899
26918,0.8534782721431265,0.9577369439804496
26919,0.2293561109221681,0.6061944285112426
26920,0.022936971091660555,0.12288517322644349
26921,0.10312829054881063,0.8981419921968992
26922,0.03339493433005301,0.8245598844343309
26923,0.18905889050158467,0.4111595636787504
26924,0.8207328850891381,0.943117488307732
26925,0.09056424616305157,0.7140806331258615
26926,0.3082886067635678,0.33637277108290725
26927,0.5204554356220836,0.707561064884565
26928,0.06147541993132535,0.4919860753362945
26929,0.12886134793498638,0.315566859578531
26930,0.6577040997949761,0.8888498503170575
26931,0.17283441920829543,0.3555196569658985
26932,0.0753997885692571,0.9011315744842275
26933,0.04609659088126237,0.6864803225091934
26934,0.5956920248010028,0.765933709735903
26935,0.16148487112693538,0.5751136499036099
26936,0.3582101956166886,0.14208198422637622
26937,0.32144055243248876,0.7823206734819116
26938,0.06509081238186665,0.0768060168120497
26939,0.016276712995370302,0.06545435874543808
26940,0.053833047284193865,0.14158947173869987
26941,0.06906317803646256,0.42239930540791976
26942,0.3865165752608868,0.7520379275159251
26943,0.13701646402648926,0.6565840396339132
26944,0.08696177803382767,0.17882407007102993
26945,0.15434262393465792,0.5984254592969911
26946,0.11631585597779585,0.7754330091436322
26947,0.1661118197567709,0.6169120890608691
26948,0.03196965903252846,0.026290206421482415
26949,0.018254922973584307,0.022887719233672627
26950,0.04417494845618305,0.52000831879926
26951,0.06019521914326103,0.23098593413635218
26952,0.8392839664123745,0.9038838399794243
26953,0.6865529905824624,0.9785386100175547
26954,0.040891509851957365,0.11102460196551901
26955,0.16541887009244619,0.7055487686687174
26956,0.1360557708017077,0.26095315606161634
26957,0.019283723784716034,0.9240567819192971
26958,0.19921527134328873,0.8151098840289827
26959,0.028900578698772623,0.20960057599720613
26960,0.032146999382583565,0.04872681332223202
26961,0.24373432927221886,0.4532654132841021
26962,0.12053559690863654,0.9079832145327543
26963,0.15010838436517615,0.2714481044350529
26964,0.0862477351207771,0.1379209515377849
26965,0.8917220884869203,0.953258239364322
26966,0.025551205503330357,0.016112147040191333
26967,0.13781993590559902,0.4429035253281681
26968,0.05948647118365726,0.8369581590603911
26969,0.03360400224069986,0.13574091940279523
26970,0.5547773163785251,0.34059310172400953
26971,0.09466927538334297,0.24226405979619892
26972,0.005644939612223939,0.01443097764230194
26973,0.05104651435234254,0.16160674025265181
26974,0.12897001214047857,0.17337275195889715
26975,0.06622076674623896,0.686625597678943
26976,0.919211986707964,0.701815250846653
26977,0.07428427303630976,0.3612505026566734
26978,0.011830568565917686,0.8075728853063682
26979,0.5509689701295383,0.8289949604015784
26980,0.05473934378692282,0.059656894277917843
26981,0.05927370869418317,0.31071990764823626
26982,0.6209842216991466,0.8869411213055897
26983,0.13661808376437598,0.46390888688519705
26984,0.06285892112305179,0.12804755142780241
26985,0.034165766271828484,0.12968018802738057
26986,0.14243564137673057,0.36613640306752054
26987,0.05545388881673152,0.11269878137665307
26988,0.018943232687114158,0.05971134977001908
26989,0.22804858319264296,0.8440374295142585
26990,0.015170665305515765,0.0654826506780275
26991,0.26116610750902014,0.5182784006671624
26992,0.24131091003529073,0.4116684294934258
26993,0.12898936474910638,0.8672544813567113
26994,0.1257296691257449,0.3922087376607675
26995,0.17805650362222825,0.3760195137322879
26996,0.18729464954169583,0.2059642945175398
26997,0.03327210702061947,0.05682209415648138
26998,0.046679288505139804,0.02744416391157529
26999,0.36307495825377245,0.37715810440514724
27000,0.12109426803925338,0.3105978111061558
27001,0.0649091846212497,0.8414460302009278
27002,0.005554175956377302,0.15401870269004173
27003,0.01965671307993504,0.033582564258926195
27004,0.19704436776546994,0.27798834784560794
27005,0.6125074950734255,0.8692060049401928
27006,0.8068463916467817,0.8344086403025525
27007,0.03221779126293833,0.06888002471950104
27008,0.03254234824045703,0.04091923427697643
27009,0.06706260232013343,0.25322584135046355
27010,0.05463171306822279,0.12701386967520026
27011,0.12815696226254927,0.09999438169477244
27012,0.19094754726597238,0.65807783880094
27013,0.11495406174347123,0.40563200114497966
27014,0.01659941051181497,0.24386256378959437
27015,0.14153769464650887,0.23781393858351277
27016,0.1641904648877909,0.21904896135005267
27017,0.41210969552318305,0.8032245745872375
27018,0.07253983339234031,0.21011659972068633
27019,0.9036464234039719,0.9636332056114272
27020,0.21007195486595423,0.1548419084240313
27021,0.09828861538178706,0.5523036081360385
27022,0.1592315115869951,0.20023300768931254
27023,0.07695093936487578,0.09982113791405041
27024,0.1881978983972696,0.4844567177732693
27025,0.10512642592105743,0.0534144154179071
27026,0.06650870045002576,0.5053328683583269
27027,0.14146675442015297,0.765630288233489
27028,0.35229635881486443,0.7993308731340947
27029,0.06297702107251675,0.37837151158328686
27030,0.09651771578866374,0.15518480211248162
27031,0.29706375226856124,0.858713601522914
27032,0.2625653446161869,0.6427910235223003
27033,0.2920374233576995,0.6600911977733379
27034,0.019468491483011496,0.565022438331822
27035,0.10944444902163268,0.4063539894538142
27036,0.17141588407671338,0.6981969581304028
27037,0.6340445673026184,0.8112722648701213
27038,0.0287057375483584,0.03326400251329357
27039,0.8455894849035324,0.9356650807594042
27040,0.19057181139497473,0.1921394223012348
27041,0.11255077755121928,0.6352438207825651
27042,0.05774382320184456,0.659336280776268
27043,0.47577719080001873,0.6974037506973721
27044,0.012409833313337504,0.019321702701013684
27045,0.14678025286897237,0.6358215070554688
27046,0.055716756319662435,0.10032153120523883
27047,0.5497203145601265,0.52512848927908
27048,0.2608366017941109,0.39019933348747804
27049,0.22809613661820408,0.9205695625441283
27050,0.04712036870784674,0.5281236527311453
27051,0.14850536599417993,0.30224908364124414
27052,0.11642732588703497,0.21158340778502657
27053,0.9243650100914289,0.9478068281793287
27054,0.03459277608433836,0.04104704678943483
27055,0.07962103415302484,0.8967544533937549
27056,0.032629609363410465,0.03143428202129785
27057,0.019722462823393867,0.014486114325319224
27058,0.8941398199433949,0.9364872262295876
27059,0.059116008395984854,0.13993942383172361
27060,0.013946274751130557,0.27297591177960273
27061,0.06743058551142365,0.5566077844586568
27062,0.024972851398396338,0.5833072226039595
27063,0.05287582370442856,0.6263401633235208
27064,0.12796374808192432,0.6075218637016216
27065,0.048288432524859703,0.27176248472786657
27066,0.026153630270189663,0.46208496102486674
27067,0.6838620700848373,0.7926315042623345
27068,0.8391518637761269,0.9320792566185524
27069,0.7443938411025316,0.907148432509339
27070,0.028131067801893023,0.02880837374132041
27071,0.1022081950709842,0.057920255763338056
27072,0.07767073101041638,0.7380500350531739
27073,0.03146949844042395,0.8766844725514717
27074,0.03230073714484828,0.2951661008833451
27075,0.5630253795360703,0.8249900668865928
27076,0.7125948341458771,0.8153319701222629
27077,0.05088988625847505,0.12388276203851063
27078,0.17353514827789762,0.8934114086499282
27079,0.31259708658244195,0.9297401036155248
27080,0.054728838192284746,0.1466834036212664
27081,0.05046769286137962,0.7815250755144567
27082,0.1901046945035366,0.3293756804845735
27083,0.05567761263409062,0.2397207942604835
27084,0.9078648930224068,0.7761563214613302
27085,0.026579379097685627,0.017615209345500094
27086,0.04716242132109092,0.08079864005482777
27087,0.14597767113621557,0.2838514370776754
27088,0.2537143678824332,0.6149456936719044
27089,0.23612827554539717,0.21928214863665452
27090,0.31528432582086374,0.646649188851172
27091,0.5731644947165134,0.34296210605554717
27092,0.07230666357811327,0.1725938812147325
27093,0.13152267727753744,0.19391263960060548
27094,0.011359194144486412,0.060760219051539915
27095,0.12077409219019115,0.5667402398378348
27096,0.047415547151968086,0.1713901347177786
27097,0.42630877300908754,0.7234726966719517
27098,0.5220468223511953,0.8392481905695632
27099,0.17722758244596695,0.5017984362863606
27100,0.150092691014888,0.8477430983473523
27101,0.14703841957192273,0.6692361622274188
27102,0.08476613093213124,0.8918994519167843
27103,0.025681220009611302,0.05686797694974725
27104,0.2097917536027661,0.5189454475630728
27105,0.04948397348639658,0.27242144991912404
27106,0.7032582026497843,0.9139902328199385
27107,0.31505889016040406,0.8120139396422394
27108,0.10306153396912211,0.2751686072024459
27109,0.10378112711004749,0.15918499686440646
27110,0.06746355426233623,0.2100989027346741
27111,0.05957174621772182,0.38187255454765917
27112,0.2664289176358389,0.5135169343935014
27113,0.05032328054656874,0.12843266265058587
27114,0.0981497476983804,0.1770068096702754
27115,0.3202470544447645,0.8866072265215094
27116,0.12054519670813484,0.9440411636522902
27117,0.04760422474610703,0.10475758802928041
27118,0.18552216540823374,0.4882135813213783
27119,0.05551585094766579,0.1773338114053226
27120,0.2507889758595754,0.9737564411184764
27121,0.01314669916610819,0.8244808365054883
27122,0.045902402713055325,0.2212640767258458
27123,0.04401709366708295,0.10631957421507217
27124,0.05064967817150832,0.0471375284016578
27125,0.01774487505716159,0.021378177898884795
27126,0.21965935348664514,0.07312097900144658
27127,0.09643444922052453,0.06326698877824555
27128,0.1513897010619847,0.6531152824310936
27129,0.4118598526075043,0.6049711093032205
27130,0.14896810379130185,0.20206618257510833
27131,0.03682340743760651,0.057034617900367256
27132,0.4942962341074812,0.9314568521046445
27133,0.20395165912012572,0.6513465600073353
27134,0.8005418101725931,0.9605601614222071
27135,0.22629325624273058,0.715641938361884
27136,0.07596771036926091,0.530315689636515
27137,0.06297363339933124,0.17428650325817854
27138,0.19838368487017002,0.5293472205346492
27139,0.07240717952009122,0.1142515509472074
27140,0.9217035583111964,0.9198195802458203
27141,0.4348957180739335,0.7298290572304639
27142,0.04330997955960828,0.22339788282951903
27143,0.26973573414901353,0.33241952611698017
27144,0.05380682466845362,0.06957708651404217
27145,0.5548195712354235,0.7761329369578625
27146,0.0559863824460885,0.9199706247751145
27147,0.06998779814967744,0.1639647385885794
27148,0.06383991789597442,0.07163531283509954
27149,0.22529268518103052,0.11797235281298447
27150,0.30812910043499525,0.9730960083366416
27151,0.13188746143996896,0.800317164513439
27152,0.018709905547983196,0.2094214524841568
27153,0.1883509091278829,0.8344524485257856
27154,0.6656446020770067,0.8430687448561441
27155,0.22070475747630436,0.7100841600085629
27156,0.021519383985495303,0.24895133206260758
27157,0.01186584722254512,0.5385149368394918
27158,0.06277913684756643,0.3068912651014409
27159,0.04033742645094182,0.1446333844206047
27160,0.28093003740208006,0.22687346442016834
27161,0.3035686875766109,0.574133023270056
27162,0.14414088911196432,0.9058529735369083
27163,0.4031449564424718,0.3246510355353442
27164,0.2002005342866465,0.22896205735280314
27165,0.41450144963905383,0.7555133797140107
27166,0.14724824250283375,0.14801439019042648
27167,0.08478372818812664,0.7180630460785767
27168,0.0943756157204223,0.8066538063636065
27169,0.4948153317176413,0.6732462104284386
27170,0.3553042615188422,0.8649577942599085
27171,0.08457791639768486,0.22586049023111854
27172,0.025221640051711253,0.8917760470184968
27173,0.2848578086539964,0.5310774040139912
27174,0.045259723736236386,0.05547432912360658
27175,0.05993956297933208,0.1809309696575807
27176,0.6266808025561548,0.9359498143097366
27177,0.8196316314934733,0.9473573466370381
27178,0.11457077405373968,0.3315473243227845
27179,0.07110106244178246,0.15453285273148498
27180,0.3146235548804734,0.4810983871095673
27181,0.01896044508420219,0.8543426485515578
27182,0.5984542169986026,0.9374508133245653
27183,0.04616591890293462,0.6371087366602347
27184,0.03175796358972764,0.34164201125237886
27185,0.30667528157287904,0.8452945410034869
27186,0.19016815641931242,0.7911754790530411
27187,0.0827179255424866,0.20961189137088124
27188,0.06201131053090345,0.27476330511780267
27189,0.07365784612513916,0.6348141030879537
27190,0.5099621043816579,0.8928971957216948
27191,0.06850611601471589,0.9550974396820547
27192,0.4317365622474359,0.9058866757855352
27193,0.012913038029389118,0.039732222317732435
27194,0.07199817576401658,0.31421634001114934
27195,0.03082119964535719,0.07292925221658896
27196,0.421025458308068,0.1472674608668251
27197,0.056118644659341334,0.549143337867299
27198,0.6473416548066018,0.9854261100071882
27199,0.034439999297232536,0.12200928998881333
27200,0.2393031564748632,0.6769250484528243
27201,0.5397160173445374,0.9102913569702679
27202,0.03025253082223059,0.07183626113482394
27203,0.04505594060126139,0.09844369393266002
27204,0.02782693151779265,0.0454184551761334
27205,0.08629640147870442,0.20867864651522816
27206,0.083296776329223,0.2801940764994661
27207,0.11405020164776415,0.15011960115967501
27208,0.8463048192972443,0.5719983681404411
27209,0.14125944167113372,0.23869324886668294
27210,0.22819607413896703,0.28185701452856765
27211,0.09525346675692546,0.22512124639283637
27212,0.5821159147908804,0.9181395560565528
27213,0.4099072240715113,0.5249098542170859
27214,0.02318632635740539,0.05017742864772886
27215,0.11124482632808391,0.8714627884165546
27216,0.10372898061929338,0.8835081432184594
27217,0.056322300035163426,0.21988385408838004
27218,0.5059531036156159,0.9565610374166877
27219,0.4180430219351566,0.6604581265310515
27220,0.1940676619136543,0.5113009783317821
27221,0.12427225700705258,0.734212947085414
27222,0.25762709101133735,0.7431924192585463
27223,0.03229864856071785,0.8356589442560275
27224,0.1637089647698435,0.7054796146726755
27225,0.19409649075420235,0.2146918963761609
27226,0.01018711861455237,0.14972595325329463
27227,0.09997763138888956,0.3067105422462392
27228,0.4139285239693649,0.8499131318849543
27229,0.484420885584746,0.6492623459139134
27230,0.16942945304444457,0.9415145834452082
27231,0.35096557238924814,0.9078618457367127
27232,0.056518158505546055,0.47023002260914293
27233,0.33609214078853017,0.33315380747652895
27234,0.07161486685086232,0.0397058583684037
27235,0.896163377902261,0.9595192328311408
27236,0.08807287086775574,0.9339454466189822
27237,0.4605705974038494,0.7309199705161423
27238,0.42527408886410206,0.773016133726629
27239,0.5041282091441671,0.2580337296133258
27240,0.15032373871053942,0.4476096756696937
27241,0.07393393467736538,0.15490533059181996
27242,0.08210439292854331,0.4735757100562205
27243,0.043108220436327706,0.06405104533284024
27244,0.02823055044007954,0.05298414399628094
27245,0.09707104560755642,0.2451980115785636
27246,0.7656857133140976,0.9363653285295341
27247,0.1598584434370398,0.9516663460468407
27248,0.1353319073929832,0.7044824648240825
27249,0.19800590912737825,0.5760541042904828
27250,0.0897480047203142,0.20111803833381295
27251,0.12348925868828746,0.38544139320868803
27252,0.35772985404541696,0.6843079187576745
27253,0.04995942805759344,0.9332099834742041
27254,0.9056797323890372,0.9719954015499116
27255,0.11093529259314845,0.2524914017238887
27256,0.6634184940656026,0.958983058511777
27257,0.38147906800191517,0.5371597187858352
27258,0.3828649151276973,0.7953567792561111
27259,0.6667930395852246,0.9005465797999758
27260,0.09523371107607058,0.457690060149162
27261,0.11028403878768993,0.7188214532915448
27262,0.22836842410517896,0.5471676351880475
27263,0.03653853930511688,0.042463273183198084
27264,0.07861528797310907,0.12498813494260336
27265,0.02641417081597437,0.13709901406317834
27266,0.23154724994574113,0.17793921263799115
27267,0.12023092629970518,0.6582334873891394
27268,0.014861639899522425,0.07302518030676171
27269,0.7915821746768854,0.5407714899492713
27270,0.04383829834918132,0.0865437995551724
27271,0.07618395873285896,0.2549161518346749
27272,0.009338555220549438,0.23646761084093337
27273,0.032023460997204496,0.14215242764036193
27274,0.1369554646586842,0.4554432806856172
27275,0.15356217290523974,0.3929891101490434
27276,0.010995457119004605,0.06051487721858956
27277,0.04059266422386267,0.8932414372687982
27278,0.13416146804234177,0.33945654595316554
27279,0.0996194671329358,0.1769944880568255
27280,0.17340966804576122,0.3991977547535363
27281,0.051762175416154875,0.2499223559996319
27282,0.09913323091658367,0.8852124202941442
27283,0.005376531987501976,0.056516951186737795
27284,0.2123856882862042,0.32523937179701196
27285,0.10735346300551514,0.30336225686745655
27286,0.10960417660631648,0.3201009258864298
27287,0.41076550189510286,0.829156742835898
27288,0.43524928340443464,0.8069626056785593
27289,0.3141291847384977,0.38382698183653874
27290,0.03349661996375624,0.04329625677262933
27291,0.571487722446432,0.8833900263260732
27292,0.04603951193166852,0.6686377203944683
27293,0.10448116905286009,0.9556461810820399
27294,0.015286317795985932,0.02371910234774986
27295,0.15005635566377487,0.882272858770006
27296,0.06239313824999052,0.7955378125454434
27297,0.06366257310169983,0.7016309340743537
27298,0.0754903797300079,0.21544942673131592
27299,0.2100679403743432,0.5718305880090194
27300,0.10429350514729845,0.9413038605021522
27301,0.0038181681409293986,0.026254262672852663
27302,0.10265461382752783,0.6577309301646767
27303,0.0581285648080114,0.06544633645448615
27304,0.10914775528712224,0.8237849010889268
27305,0.03523943873777677,0.020822469400420096
27306,0.1744348343277982,0.5707454217300377
27307,0.833670500613244,0.8692632264122745
27308,0.10170332169142397,0.12985050034638626
27309,0.6550957408333168,0.9676853551042081
27310,0.05864470555280948,0.12219165303865276
27311,0.11440229249470807,0.12467876075931282
27312,0.1216916905490495,0.5366666463178047
27313,0.05329804110719174,0.06705770149697919
27314,0.020603786852666287,0.03176936419135062
27315,0.11477642449607922,0.24199752988359058
27316,0.4929112236308307,0.782132076031663
27317,0.0581063967455486,0.07258935492511452
27318,0.22637363051507242,0.25039196030831534
27319,0.34773549479296223,0.925528445942033
27320,0.527331890335252,0.8395734909021814
27321,0.028565174469652094,0.6940440736441515
27322,0.42843772673370945,0.3035787341104506
27323,0.08820215795046181,0.4758257757570022
27324,0.339919986191273,0.6073811935550552
27325,0.8152239220857003,0.930423982085104
27326,0.1185308383646908,0.5672768729380753
27327,0.21714740139761712,0.3967954500414858
27328,0.3544343598066459,0.3882607458277982
27329,0.15159312389864674,0.21300205393863547
27330,0.016683559780995914,0.48693074748962406
27331,0.0645187186305971,0.11860543765172527
27332,0.19758429072379913,0.9176515219160963
27333,0.8063996048395765,0.7633598886590222
27334,0.024094270635054506,0.021467538683533478
27335,0.13592031919090583,0.0930103439578489
27336,0.059884590958511646,0.11374924968380558
27337,0.1744446658505895,0.6800125052371281
27338,0.3269823837081225,0.5350657277632526
27339,0.3790781039781746,0.45443881034148537
27340,0.01181868070522936,0.10470284005461404
27341,0.17137652684732374,0.6405532559151909
27342,0.05375380087384491,0.624662244348612
27343,0.029120237815840954,0.07433251522867006
27344,0.25550117869036026,0.463141704005041
27345,0.06900704158497277,0.29174176450596323
27346,0.7019796020319045,0.9658517004031846
27347,0.754542286107784,0.9270301129896086
27348,0.09452185822649595,0.2699741522091948
27349,0.058324886742752165,0.20588826388820244
27350,0.13142761162265446,0.9489175103653235
27351,0.86062585803703,0.9196710865685135
27352,0.20219707902487108,0.5722113649183427
27353,0.03868949699709023,0.09275393670587133
27354,0.15136619984943112,0.764392583332448
27355,0.1903203017058294,0.2165664813834465
27356,0.3271532783617664,0.5924274644702942
27357,0.06464716763226741,0.38610782051740156
27358,0.3297387924551881,0.6672343267365645
27359,0.3151990220065049,0.7814858718175127
27360,0.11835200478311654,0.5078835821478759
27361,0.03259421811705252,0.9510900512845252
27362,0.211342697041374,0.5074367667965142
27363,0.10380762627301636,0.1908479550053984
27364,0.04532806805499708,0.4815295798825463
27365,0.29040138716687425,0.6901608132849965
27366,0.5148262223868115,0.6253039289758378
27367,0.30102246563804425,0.45916766062120357
27368,0.09378129799385798,0.6268933991388459
27369,0.0464591307846117,0.03423842331151979
27370,0.02084136345926745,0.8048192136802174
27371,0.25422138966889807,0.4349573195610363
27372,0.0568862459599358,0.13757105067849143
27373,0.822377392849678,0.7683078732565937
